10ClassKind	10DepthInKind	icd10Code	icd10Chapter	icd10Title	ICD-11 FoundationURI	icd11Title	2024-Jan-21
Category	2	S02.3	XIX	Fracture of orbital floor	http://id.who.int/icd/entity/324333800	Fracture of orbital floor	Equivalent	0
Category	2	S02.4	XIX	Fracture of malar and maxillary bones	http://id.who.int/icd/entity/1622827892	Fracture of maxilla	Equivalent	0
Category	2	S02.5	XIX	Fracture of tooth	http://id.who.int/icd/entity/399491868	Fracture of skull or facial bones	Subclass	-1
Category	2	S02.6	XIX	Fracture of mandible	http://id.who.int/icd/entity/1901919769	Fracture of mandible	Equivalent	0
Category	2	S02.7	XIX	Multiple fractures involving skull and facial bones	http://id.who.int/icd/entity/337064845	Multiple fractures involving skull or facial bones	Equivalent	0
Category	2	S02.8	XIX	Fractures of other skull and facial bones	http://id.who.int/icd/entity/399491868	Fracture of skull or facial bones	Subclass	-1
Category	2	S02.9	XIX	Fracture of skull and facial bones, part unspecified	http://id.who.int/icd/entity/399491868	Fracture of skull or facial bones	Subclass	-1
Category	1	S03	XIX	Dislocation, sprain and strain of joints and ligaments of head	http://id.who.int/icd/entity/1921257102	Dislocation or strain or sprain of joints or ligaments of head	Equivalent	0
Category	2	S03.0	XIX	Dislocation of jaw	http://id.who.int/icd/entity/2063689880	Dislocation of jaw	Equivalent	0
Category	2	S03.1	XIX	Dislocation of septal cartilage of nose	http://id.who.int/icd/entity/508208398	Dislocation of septal cartilage of nose	Equivalent	0
Category	2	S03.2	XIX	Dislocation of tooth	http://id.who.int/icd/entity/1921257102	Dislocation or strain or sprain of joints or ligaments of head	Subclass	-1
Category	2	S03.3	XIX	Dislocation of other and unspecified parts of head	http://id.who.int/icd/entity/1921257102	Dislocation or strain or sprain of joints or ligaments of head	Subclass	-1
Category	2	S03.4	XIX	Sprain and strain of jaw	http://id.who.int/icd/entity/2084744179	Strain or sprain of jaw	Equivalent	0
Category	2	S03.5	XIX	Sprain and strain of joints and ligaments of other and unspecified parts of head	http://id.who.int/icd/entity/1921257102	Dislocation or strain or sprain of joints or ligaments of head	Subclass	-1
Category	1	S04	XIX	Injury of cranial nerves	http://id.who.int/icd/entity/23764250	Injury of cranial nerves	Equivalent	0
Category	2	S04.0	XIX	Injury of optic nerve and pathways	http://id.who.int/icd/entity/1081612762	Injury of optic nerve or pathways	Equivalent	0
Category	2	S04.1	XIX	Injury of oculomotor nerve	http://id.who.int/icd/entity/624153676	Injury of oculomotor nerve	Equivalent	0
Category	2	S04.2	XIX	Injury of trochlear nerve	http://id.who.int/icd/entity/1369343155	Injury of trochlear nerve	Equivalent	0
Category	2	S04.3	XIX	Injury of trigeminal nerve	http://id.who.int/icd/entity/886393127	Injury of trigeminal nerve	Equivalent	0
Category	2	S04.4	XIX	Injury of abducent nerve	http://id.who.int/icd/entity/1195104947	Injury of abducent nerve	Equivalent	0
Category	2	S04.5	XIX	Injury of facial nerve	http://id.who.int/icd/entity/577771303	Injury of facial nerve	Equivalent	0
Category	2	S04.6	XIX	Injury of acoustic nerve	http://id.who.int/icd/entity/1457342424	Injury of acoustic nerve	Equivalent	0
Category	2	S04.7	XIX	Injury of accessory nerve	http://id.who.int/icd/entity/865503822	Injury of accessory nerve	Equivalent	0
Category	2	S04.8	XIX	Injury of other cranial nerves	http://id.who.int/icd/entity/23764250	Injury of cranial nerves	Subclass	-1
Category	2	S04.9	XIX	Injury of unspecified cranial nerve	http://id.who.int/icd/entity/23764250	Injury of cranial nerves	Subclass	-1
Category	1	S05	XIX	Injury of eye and orbit	http://id.who.int/icd/entity/1679904912	Injury of eye or orbit	Equivalent	0
Category	2	S05.0	XIX	Injury of conjunctiva and corneal abrasion without mention of foreign body	http://id.who.int/icd/entity/1551946073	Injury of conjunctiva or corneal abrasion without mention of foreign body	Equivalent	0
Category	2	S05.1	XIX	Contusion of eyeball and orbital tissues	http://id.who.int/icd/entity/969612493	Contusion of eyeball or orbital tissues	Equivalent	0
Category	2	S05.2	XIX	Ocular laceration and rupture with prolapse or loss of intraocular tissue	http://id.who.int/icd/entity/1298549812	Ocular laceration or rupture with prolapse or loss of intraocular tissue, unilateral	Equivalent	0
Category	2	S05.3	XIX	Ocular laceration without prolapse or loss of intraocular tissue	http://id.who.int/icd/entity/674070950	Ocular laceration without prolapse or loss of intraocular tissue, unilateral	Equivalent	0
Category	2	S05.4	XIX	Penetrating wound of orbit with or without foreign body	http://id.who.int/icd/entity/1539510834	Penetrating wound of orbit with or without foreign body	Equivalent	0
Category	2	S05.5	XIX	Penetrating wound of eyeball with foreign body	http://id.who.int/icd/entity/1049157544	Penetrating wound of eyeball with foreign body, unilateral	Equivalent	0
Category	2	S05.6	XIX	Penetrating wound of eyeball without foreign body	http://id.who.int/icd/entity/1243975513	Penetrating wound of eyeball without foreign body, unilateral	Equivalent	0
Category	2	S05.7	XIX	Avulsion of eye	http://id.who.int/icd/entity/795755213	Avulsion of eye, unilateral	Equivalent	0
Category	2	S05.8	XIX	Other injuries of eye and orbit	http://id.who.int/icd/entity/1679904912	Injury of eye or orbit	Subclass	0
Category	2	S05.9	XIX	Injury of eye and orbit, unspecified	http://id.who.int/icd/entity/1679904912	Injury of eye or orbit	Subclass	-2
Category	1	S06	XIX	Intracranial injury	http://id.who.int/icd/entity/277610609	Intracranial injury	Equivalent	0
Category	2	S06.0	XIX	Concussion	http://id.who.int/icd/entity/1560768871	Concussion	Equivalent	0
Category	2	S06.1	XIX	Traumatic cerebral oedema	http://id.who.int/icd/entity/944553203	Traumatic cerebral oedema	Equivalent	0
Category	2	S06.2	XIX	Diffuse brain injury	http://id.who.int/icd/entity/699015578	Diffuse brain injury	Equivalent	0
Category	2	S06.3	XIX	Focal brain injury	http://id.who.int/icd/entity/1818120156	Focal brain injury	Equivalent	0
Category	2	S06.4	XIX	Epidural haemorrhage	http://id.who.int/icd/entity/1057980312	Traumatic epidural haemorrhage	Equivalent	0
Category	2	S06.5	XIX	Traumatic subdural haemorrhage	http://id.who.int/icd/entity/1268920167	Traumatic subdural haemorrhage	Equivalent	0
Category	2	S06.6	XIX	Traumatic subarachnoid haemorrhage	http://id.who.int/icd/entity/787079923	Traumatic subarachnoid haemorrhage	Equivalent	0
Category	2	S06.7	XIX	Intracranial injury with prolonged coma	http://id.who.int/icd/entity/81068077	Disorders of consciousness	Subclass	0
Category	2	S06.8	XIX	Other intracranial injuries	http://id.who.int/icd/entity/277610609	Intracranial injury	Subclass	-1
Category	2	S06.9	XIX	Intracranial injury, unspecified	http://id.who.int/icd/entity/277610609	Intracranial injury	Subclass	0
Category	1	S07	XIX	Crushing injury of head	http://id.who.int/icd/entity/1976028645	Crushing injury of head	Equivalent	0
Category	2	S07.0	XIX	Crushing injury of face	http://id.who.int/icd/entity/1107278310	Crushing injury of face	Equivalent	0
Category	2	S07.1	XIX	Crushing injury of skull	http://id.who.int/icd/entity/615806068	Crushing injury of skull	Equivalent	0
Category	2	S07.8	XIX	Crushing injury of other parts of head	http://id.who.int/icd/entity/1976028645	Crushing injury of head	Subclass	0
Category	2	S07.9	XIX	Crushing injury of head, part unspecified	http://id.who.int/icd/entity/1976028645	Crushing injury of head	Subclass	-2
Category	1	S08	XIX	Traumatic amputation of part of head	http://id.who.int/icd/entity/145676455	Traumatic amputation of part of head	Equivalent	0
Category	2	S08.0	XIX	Avulsion of scalp	http://id.who.int/icd/entity/259746396	Avulsion of scalp	Equivalent	0
Category	2	S08.1	XIX	Traumatic amputation of ear	http://id.who.int/icd/entity/1781573582	Traumatic amputation of ear	Equivalent	0
Category	2	S08.8	XIX	Traumatic amputation of other parts of head	http://id.who.int/icd/entity/145676455	Traumatic amputation of part of head	Subclass	0
Category	2	S08.9	XIX	Traumatic amputation of unspecified part of head	http://id.who.int/icd/entity/145676455	Traumatic amputation of part of head	Subclass	-2
Category	1	S09	XIX	Other and unspecified injuries of head	http://id.who.int/icd/entity/1843729715	Certain specified injuries of head	Equivalent	0
Category	2	S09.0	XIX	Injury of blood vessels of head, not elsewhere classified	http://id.who.int/icd/entity/237828591	Injury of blood vessels of head	Equivalent	0
Category	2	S09.1	XIX	Injury of muscle and tendon of head	http://id.who.int/icd/entity/1992847183	Injury of muscle, fascia or tendon of head	Equivalent	0
Category	2	S09.2	XIX	Traumatic rupture of ear drum	http://id.who.int/icd/entity/40189874	Traumatic rupture of ear drum	Equivalent	0
Category	2	S09.7	XIX	Multiple injuries of head	http://id.who.int/icd/entity/1617768783	Multiple injuries of head	Equivalent	0
Category	2	S09.8	XIX	Other specified injuries of head	http://id.who.int/icd/entity/1843729715	Certain specified injuries of head	Subclass	-1
Category	2	S09.9	XIX	Unspecified injury of head	http://id.who.int/icd/entity/1843729715	Certain specified injuries of head	Subclass	-1
Block	1	S10-S19	XIX	Injuries to the neck	http://id.who.int/icd/entity/1842013215	Injuries to the neck	Equivalent	0
Category	1	S10	XIX	Superficial injury of neck	http://id.who.int/icd/entity/1374426728	Superficial injury of neck	Equivalent	0
Category	2	S10.0	XIX	Contusion of throat	http://id.who.int/icd/entity/1788668823	Contusion of throat	Equivalent	0
Category	2	S10.1	XIX	Other and unspecified superficial injuries of throat	http://id.who.int/icd/entity/265758211	Other or unspecified superficial injuries of throat	Equivalent	0
Category	2	S10.7	XIX	Multiple superficial injuries of neck	http://id.who.int/icd/entity/426932227	Multiple superficial injuries of neck	Equivalent	0
Category	2	S10.8	XIX	Superficial injury of other parts of neck	http://id.who.int/icd/entity/1374426728	Superficial injury of neck	Subclass	-1
Category	2	S10.9	XIX	Superficial injury of neck, part unspecified	http://id.who.int/icd/entity/1374426728	Superficial injury of neck	Subclass	-1
Category	1	S11	XIX	Open wound of neck	http://id.who.int/icd/entity/883416062	Open wound of neck	Equivalent	0
Category	2	S11.0	XIX	Open wound involving larynx and trachea	http://id.who.int/icd/entity/883416062	Open wound of neck	Subclass	-1
Category	2	S11.1	XIX	Open wound involving thyroid gland	http://id.who.int/icd/entity/883416062	Open wound of neck	Subclass	-1
Category	2	S11.2	XIX	Open wound involving pharynx and cervical oesophagus	http://id.who.int/icd/entity/883416062	Open wound of neck	Subclass	-1
Category	2	S11.7	XIX	Multiple open wounds of neck	http://id.who.int/icd/entity/92975234	Multiple open wounds of neck	Equivalent	0
Category	2	S11.8	XIX	Open wound of other parts of neck	http://id.who.int/icd/entity/883416062	Open wound of neck	Subclass	-1
Category	2	S11.9	XIX	Open wound of neck, part unspecified	http://id.who.int/icd/entity/883416062	Open wound of neck	Subclass	-1
Category	1	S12	XIX	Fracture of neck	http://id.who.int/icd/entity/1074432771	Fracture of neck	Equivalent	0
Category	2	S12.0	XIX	Fracture of first cervical vertebra	http://id.who.int/icd/entity/2011398954	Fracture of first cervical vertebra	Equivalent	0
Category	2	S12.1	XIX	Fracture of second cervical vertebra	http://id.who.int/icd/entity/313020092	Fracture of second cervical vertebra	Equivalent	0
Category	2	S12.2	XIX	Fracture of other specified cervical vertebra	http://id.who.int/icd/entity/1074432771	Fracture of neck	Subclass	-1
Category	2	S12.7	XIX	Multiple fractures of cervical spine	http://id.who.int/icd/entity/67965118	Multiple fractures of cervical spine	Equivalent	0
Category	2	S12.8	XIX	Fracture of other parts of neck	http://id.who.int/icd/entity/1074432771	Fracture of neck	Subclass	-1
Category	2	S12.9	XIX	Fracture of neck, part unspecified	http://id.who.int/icd/entity/1074432771	Fracture of neck	Subclass	-1
Category	1	S13	XIX	Dislocation, sprain and strain of joints and ligaments at neck level	http://id.who.int/icd/entity/625034903	Dislocation or strain or sprain of joints or ligaments at neck level	Equivalent	0
